ablation,catalog_family,source_anchor,regime,split,seed,episodes,success,success_probability,utility,mechanism_recall,rare_mechanism_recall,coverage_false_negative,tail_mechanism_failure,unsafe_deployment_failure,redundancy_rate,selection_cost,annotation_burden,label_noise_risk,schema_mismatch_rate,provenance_risk,calibration_ece,audit_risk_score,regret_to_full
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,1,6,0.666667,0.615722,0.732571,0.635352,0.532895,0.038505,0.062306,0.040845,0.116203,0.178559,0.118943,0.058701,0.062302,0.05923,0.031696,0.105657,0.01556
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,2,6,0.666667,0.614039,0.734494,0.638353,0.526496,0.030665,0.059242,0.038082,0.11693,0.178559,0.118943,0.055632,0.062923,0.06282,0.034315,0.094137,0.013392
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,3,6,0.666667,0.611336,0.733797,0.64068,0.537738,0.040852,0.060271,0.04459,0.11402,0.178559,0.118943,0.046788,0.064623,0.061015,0.03731,0.10835,0.183033
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,4,6,0.666667,0.615935,0.730024,0.635301,0.514325,0.037818,0.070765,0.041474,0.118362,0.178559,0.118943,0.057908,0.063013,0.05611,0.03445,0.111629,0.0
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,5,6,0.666667,0.613902,0.734134,0.641571,0.528688,0.032493,0.067848,0.035588,0.111644,0.178559,0.118943,0.05508,0.062156,0.059905,0.033306,0.101173,0.011342
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,6,6,0.5,0.615756,0.564544,0.627781,0.522883,0.037578,0.067208,0.03777,0.111382,0.178559,0.118943,0.054021,0.06289,0.056801,0.035383,0.106869,0.013234
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,7,6,0.666667,0.618702,0.735816,0.649455,0.542211,0.03591,0.05973,0.042463,0.11403,0.178559,0.118943,0.054475,0.063824,0.067992,0.035023,0.101939,0.0118
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,8,6,0.333333,0.615026,0.402918,0.660886,0.545526,0.039645,0.064384,0.04382,0.111099,0.178559,0.118943,0.053563,0.064338,0.059341,0.03535,0.109842,0.510435
minus_label_quality_model,robonet_multi_robot_video,RoboNet,embodiment_schema_gap,heldout_combined_catalog_gap,9,6,0.5,0.617207,0.566433,0.643992,0.529209,0.03145,0.071707,0.045721,0.117652,0.178559,0.118943,0.05108,0.059889,0.057434,0.035065,0.10809,0.347106
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,0,6,0.666667,0.599822,0.729202,0.636517,0.53929,0.042573,0.065492,0.050978,0.118227,0.178559,0.127671,0.089399,0.052158,0.06926,0.035601,0.117181,0.0
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,1,6,0.5,0.617019,0.563427,0.627003,0.548788,0.04457,0.065555,0.039655,0.112694,0.178559,0.127671,0.082514,0.053948,0.070009,0.03614,0.113563,0.350489
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,2,6,0.666667,0.615724,0.730106,0.632351,0.541012,0.041213,0.064637,0.045744,0.114493,0.178559,0.127671,0.084084,0.053191,0.065854,0.036703,0.112563,0.181573
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,3,6,0.666667,0.603013,0.728827,0.639126,0.51619,0.043301,0.063564,0.049103,0.111682,0.178559,0.127671,0.082913,0.055217,0.070304,0.033781,0.115526,0.016782
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,4,6,0.333333,0.615063,0.395844,0.628973,0.539302,0.04101,0.064994,0.047282,0.114606,0.178559,0.127671,0.087223,0.054714,0.065197,0.036692,0.113397,0.516789
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,5,6,0.833333,0.602835,0.894996,0.634396,0.530683,0.04382,0.065099,0.052089,0.11658,0.178559,0.127671,0.087468,0.051373,0.071345,0.036732,0.118689,0.105004
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,6,6,0.833333,0.614074,0.896067,0.639972,0.527047,0.043438,0.06601,0.049384,0.110165,0.178559,0.127671,0.0842,0.052996,0.069946,0.035724,0.117637,0.103933
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,7,6,0.333333,0.603815,0.395516,0.625329,0.536175,0.035519,0.068028,0.049341,0.116455,0.178559,0.127671,0.082757,0.055858,0.070549,0.037663,0.111211,0.348495
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,8,6,0.666667,0.608834,0.728605,0.643408,0.525773,0.049233,0.068063,0.046134,0.114122,0.178559,0.127671,0.082651,0.055717,0.075559,0.035842,0.123347,0.0
minus_label_quality_model,robonet_multi_robot_video,RoboNet,provenance_label_gap,heldout_combined_catalog_gap,9,6,0.5,0.606282,0.562311,0.63454,0.528062,0.038118,0.06968,0.047378,0.109766,0.178559,0.127671,0.089862,0.054332,0.074525,0.038106,0.114067,0.017728
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,0,6,0.833333,0.598108,0.892398,0.647527,0.514414,0.057574,0.078845,0.047327,0.112932,0.178559,0.125143,0.076325,0.061274,0.072319,0.036915,0.140372,0.0
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,1,6,0.666667,0.598242,0.727504,0.646946,0.535741,0.062144,0.074043,0.043504,0.111088,0.178559,0.125143,0.076427,0.063101,0.06364,0.035241,0.139429,0.013142
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,2,6,1.0,0.598132,1.0,0.638586,0.538601,0.057867,0.076119,0.048575,0.114661,0.178559,0.125143,0.077899,0.061866,0.06505,0.039852,0.139244,0.0
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,3,6,0.333333,0.602979,0.393731,0.643433,0.530973,0.057309,0.070936,0.051599,0.115393,0.178559,0.125143,0.078127,0.057345,0.06536,0.035182,0.13631,0.348814
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,4,6,1.0,0.605931,1.0,0.628561,0.542871,0.059407,0.076046,0.051988,0.109152,0.178559,0.125143,0.076082,0.060759,0.067504,0.039156,0.142436,0.0
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,5,6,0.333333,0.586331,0.39152,0.635105,0.532129,0.052762,0.08418,0.053483,0.117144,0.178559,0.125143,0.074874,0.058503,0.064642,0.041901,0.142639,0.3526
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,6,6,0.666667,0.605989,0.727082,0.651595,0.524418,0.056077,0.077162,0.051422,0.112518,0.178559,0.125143,0.076785,0.059124,0.070287,0.036493,0.13966,0.0
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,7,6,0.0,0.595979,0.05718,0.633576,0.513827,0.061431,0.075253,0.047785,0.11885,0.178559,0.125143,0.074411,0.056538,0.071819,0.038434,0.141764,0.682744
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,8,6,0.833333,0.596928,0.893636,0.639331,0.530985,0.058311,0.074338,0.042816,0.11296,0.178559,0.125143,0.075604,0.059322,0.062806,0.039761,0.135472,0.0
minus_label_quality_model,robonet_multi_robot_video,RoboNet,combined_catalog_gap,heldout_combined_catalog_gap,9,6,1.0,0.602228,1.0,0.638752,0.521073,0.064275,0.070493,0.049018,0.115206,0.178559,0.125143,0.076243,0.061765,0.066369,0.038148,0.141653,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,0,6,0.666667,0.633802,0.745864,0.651373,0.523418,0.009385,0.039255,0.026572,0.116251,0.178559,0.112766,0.027392,0.041115,0.049836,0.02898,0.052112,0.007264
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,1,6,0.666667,0.6436,0.744644,0.62025,0.527693,0.002441,0.036413,0.02182,0.109921,0.178559,0.112766,0.027388,0.042584,0.054831,0.028503,0.04066,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,2,6,0.5,0.636923,0.578064,0.647268,0.513408,0.010457,0.043708,0.017795,0.109967,0.178559,0.112766,0.032,0.043021,0.051317,0.031858,0.052136,0.008967
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,3,6,0.666667,0.641667,0.746847,0.650633,0.52617,0.009909,0.036213,0.018889,0.114979,0.178559,0.112766,0.032638,0.040543,0.050003,0.032615,0.046513,0.006564
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,4,6,0.666667,0.653229,0.744155,0.627391,0.539899,0.01122,0.036296,0.024037,0.118698,0.178559,0.112766,0.029981,0.043095,0.052486,0.03294,0.05046,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,5,6,0.333333,0.651456,0.410109,0.625688,0.528648,0.006639,0.039237,0.023885,0.116079,0.178559,0.112766,0.035374,0.040116,0.053847,0.030413,0.048009,0.511511
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,6,6,0.333333,0.644031,0.413663,0.652145,0.538414,0.008565,0.042321,0.02276,0.115549,0.178559,0.112766,0.031373,0.038362,0.05685,0.030048,0.051685,0.50687
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,7,6,0.166667,0.638508,0.243642,0.63844,0.53369,0.014986,0.040667,0.025186,0.118616,0.178559,0.112766,0.033017,0.041514,0.056022,0.029119,0.05808,0.507913
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,8,6,0.5,0.638459,0.577276,0.631336,0.536397,0.014689,0.040678,0.021677,0.116246,0.178559,0.112766,0.027247,0.038059,0.05556,0.030375,0.056036,0.344782
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,nominal_metadata,heldout_combined_catalog_gap,9,6,0.5,0.637673,0.578545,0.631707,0.538284,0.00648,0.034853,0.028892,0.118046,0.178559,0.112766,0.029406,0.040362,0.054446,0.031138,0.047066,0.009055
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,0,6,0.833333,0.628479,0.904917,0.642131,0.519093,0.030332,0.054825,0.027168,0.114114,0.178559,0.114563,0.03702,0.046106,0.057206,0.034519,0.085035,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,1,6,1.0,0.625282,1.0,0.639157,0.531402,0.028627,0.057058,0.029472,0.118837,0.178559,0.114563,0.036664,0.04399,0.056729,0.029587,0.086156,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,2,6,0.333333,0.614545,0.403842,0.631994,0.522201,0.025747,0.058641,0.030672,0.117157,0.178559,0.114563,0.031683,0.04723,0.049591,0.034931,0.085064,0.344691
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,3,6,0.833333,0.629388,0.906031,0.635484,0.539678,0.023179,0.060049,0.025858,0.114992,0.178559,0.114563,0.039981,0.041599,0.058356,0.034612,0.081145,0.009644
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,4,6,0.833333,0.605568,0.904792,0.646114,0.530753,0.032799,0.060881,0.028236,0.114866,0.178559,0.114563,0.037999,0.045913,0.055992,0.031621,0.092578,0.095208
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,5,6,0.833333,0.619603,0.905809,0.646675,0.538508,0.032274,0.061105,0.027757,0.113903,0.178559,0.114563,0.034709,0.043971,0.058401,0.033283,0.091981,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,6,6,0.5,0.626106,0.572686,0.641605,0.537628,0.027553,0.060721,0.028984,0.110509,0.178559,0.114563,0.032021,0.04703,0.052635,0.033386,0.087587,0.175841
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,7,6,0.333333,0.625078,0.402548,0.627649,0.528072,0.03324,0.062713,0.022612,0.113118,0.178559,0.114563,0.039326,0.047737,0.057994,0.031093,0.091581,0.345077
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,8,6,0.166667,0.621656,0.240425,0.654422,0.522318,0.025977,0.059564,0.026414,0.108873,0.178559,0.114563,0.039026,0.040756,0.054539,0.032497,0.083858,0.759575
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,contact_transition_gap,heldout_combined_catalog_gap,9,6,0.5,0.629901,0.568562,0.626422,0.539317,0.034838,0.062516,0.030567,0.119939,0.178559,0.114563,0.037773,0.048409,0.055319,0.035197,0.097008,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,0,6,0.666667,0.626141,0.733855,0.628928,0.513516,0.027298,0.066033,0.036076,0.118342,0.178559,0.115589,0.036433,0.051445,0.05488,0.031617,0.094861,0.01922
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,1,6,0.333333,0.616142,0.402959,0.634448,0.526817,0.027718,0.065095,0.028045,0.118373,0.178559,0.115589,0.040145,0.045905,0.052002,0.032126,0.090562,0.344468
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,2,6,0.5,0.618645,0.57348,0.653724,0.546047,0.025442,0.064723,0.029094,0.112502,0.178559,0.115589,0.045543,0.049315,0.059062,0.03183,0.088532,0.344264
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,3,6,0.5,0.620013,0.571873,0.656644,0.533445,0.030822,0.066159,0.033326,0.114963,0.178559,0.115589,0.040199,0.044235,0.055278,0.033048,0.097105,0.177854
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,4,6,0.833333,0.623738,0.905678,0.656279,0.526743,0.031411,0.05898,0.030792,0.117801,0.178559,0.115589,0.0404,0.04431,0.056336,0.032762,0.091042,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,5,6,0.333333,0.625237,0.403845,0.63486,0.536301,0.026576,0.063909,0.028065,0.116805,0.178559,0.115589,0.046529,0.043504,0.057381,0.030857,0.08854,0.011728
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,6,6,0.666667,0.629104,0.736985,0.654816,0.516831,0.029165,0.070346,0.030649,0.111077,0.178559,0.115589,0.044735,0.045794,0.057166,0.031098,0.097249,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,7,6,0.666667,0.625898,0.738482,0.63873,0.547314,0.027199,0.060775,0.032866,0.115873,0.178559,0.115589,0.039464,0.049948,0.053028,0.033521,0.089213,0.261518
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,8,6,0.833333,0.61404,0.903175,0.635211,0.534196,0.030935,0.062437,0.030288,0.111388,0.178559,0.115589,0.04612,0.048626,0.059631,0.034779,0.092907,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,force_tactile_gap,heldout_combined_catalog_gap,9,6,0.666667,0.61863,0.737155,0.635993,0.533635,0.029009,0.062676,0.032535,0.111437,0.178559,0.115589,0.041267,0.041704,0.057408,0.031128,0.092284,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,0,6,0.833333,0.619906,0.902527,0.645957,0.535096,0.046133,0.065938,0.025797,0.110885,0.178559,0.116172,0.037962,0.049188,0.052548,0.036055,0.108485,0.009644
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,1,6,0.833333,0.605106,0.90176,0.650157,0.53009,0.041565,0.071511,0.032889,0.111664,0.178559,0.116172,0.040777,0.048625,0.054294,0.036511,0.111643,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,2,6,0.833333,0.61168,0.901686,0.631024,0.533265,0.033104,0.063364,0.035438,0.11065,0.178559,0.116172,0.046592,0.047272,0.057609,0.032284,0.098346,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,3,6,0.666667,0.607174,0.73293,0.635061,0.525376,0.042488,0.066326,0.035731,0.115772,0.178559,0.116172,0.044522,0.046188,0.054772,0.03165,0.110098,0.014208
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,4,6,0.833333,0.633929,0.902708,0.646358,0.530961,0.033955,0.067996,0.034614,0.110924,0.178559,0.116172,0.045254,0.047593,0.051664,0.03431,0.102259,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,5,6,0.5,0.598467,0.571395,0.648464,0.544784,0.032829,0.064255,0.032866,0.114717,0.178559,0.116172,0.043697,0.046123,0.054055,0.033582,0.097454,0.010431
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,6,6,0.833333,0.616749,0.900431,0.637479,0.527759,0.040246,0.067926,0.035589,0.111705,0.178559,0.116172,0.04628,0.043348,0.061268,0.030906,0.108985,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,7,6,0.666667,0.613994,0.736819,0.648013,0.527485,0.033602,0.063474,0.029674,0.116469,0.178559,0.116172,0.047045,0.045883,0.059525,0.035458,0.096045,0.178415
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,8,6,0.666667,0.609216,0.736684,0.650307,0.514641,0.033324,0.060069,0.030204,0.114545,0.178559,0.116172,0.047499,0.047419,0.058187,0.033762,0.093477,0.01065
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,recovery_gap,heldout_combined_catalog_gap,9,6,0.0,0.611585,0.067725,0.646855,0.523268,0.033407,0.073919,0.033209,0.118562,0.178559,0.116172,0.044858,0.051646,0.060846,0.030505,0.10545,0.511263
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,0,6,0.666667,0.61894,0.734294,0.636645,0.515106,0.031233,0.059444,0.037951,0.121243,0.178559,0.116802,0.049047,0.046603,0.054974,0.034035,0.094792,0.183347
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,1,6,0.5,0.606701,0.566341,0.64765,0.50743,0.040289,0.066338,0.037978,0.112897,0.178559,0.116802,0.049385,0.050073,0.058899,0.034638,0.109031,0.347789
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,2,6,0.666667,0.625141,0.736496,0.641747,0.53547,0.027673,0.069852,0.030785,0.117646,0.178559,0.116802,0.046095,0.045892,0.062703,0.031429,0.095455,0.012446
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,3,6,0.5,0.614184,0.568864,0.651461,0.545734,0.039816,0.074733,0.035899,0.117425,0.178559,0.116802,0.044985,0.04267,0.057782,0.032921,0.113815,0.34589
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,4,6,0.333333,0.605778,0.398083,0.624108,0.522087,0.041608,0.068961,0.037885,0.1111,0.178559,0.116802,0.038762,0.047894,0.052594,0.034158,0.112271,0.017171
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,5,6,0.5,0.608455,0.56683,0.632454,0.526006,0.03505,0.066111,0.040422,0.111912,0.178559,0.116802,0.045919,0.046163,0.060077,0.035021,0.104845,0.344792
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,6,6,0.333333,0.626004,0.40372,0.641695,0.545735,0.032955,0.065532,0.034238,0.116323,0.178559,0.116802,0.043562,0.041506,0.059715,0.033916,0.099223,0.342315
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,7,6,0.5,0.610488,0.56867,0.642216,0.536784,0.039183,0.063513,0.031043,0.12101,0.178559,0.116802,0.046653,0.050149,0.062858,0.032474,0.102339,0.178548
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,8,6,0.333333,0.611663,0.39916,0.625883,0.543194,0.041154,0.07093,0.037481,0.115049,0.178559,0.116802,0.04432,0.045977,0.058942,0.034088,0.113092,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,deformable_gap,heldout_combined_catalog_gap,9,6,0.5,0.597172,0.569918,0.652717,0.535405,0.039467,0.063804,0.031798,0.115117,0.178559,0.116802,0.052222,0.044575,0.054433,0.032902,0.103219,0.177075
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,0,6,0.5,0.617926,0.567394,0.652335,0.53144,0.047324,0.070257,0.03217,0.119703,0.178559,0.11714,0.046132,0.047244,0.053892,0.034592,0.116102,0.432606
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,1,6,0.5,0.610627,0.566768,0.641673,0.541318,0.038653,0.076679,0.039536,0.113098,0.178559,0.11714,0.050593,0.04477,0.05619,0.031646,0.11593,0.010525
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,2,6,0.5,0.614261,0.564466,0.638772,0.521235,0.043055,0.074857,0.040164,0.115464,0.178559,0.11714,0.046274,0.048972,0.057964,0.035203,0.11928,0.435534
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,3,6,0.666667,0.613784,0.73528,0.651071,0.532328,0.044581,0.067033,0.03369,0.114768,0.178559,0.11714,0.044469,0.041886,0.057745,0.03123,0.111701,0.012205
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,4,6,0.5,0.608717,0.569817,0.666742,0.521242,0.037495,0.068231,0.035476,0.116606,0.178559,0.11714,0.050146,0.048098,0.061413,0.03474,0.106406,0.174573
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,5,6,0.666667,0.616624,0.732766,0.642664,0.521108,0.03987,0.073214,0.037809,0.112386,0.178559,0.11714,0.044406,0.05008,0.054575,0.035254,0.113685,0.17926
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,6,6,0.5,0.610872,0.563551,0.633,0.523188,0.040582,0.075046,0.043151,0.119901,0.178559,0.11714,0.049524,0.049202,0.056989,0.034025,0.118442,0.186041
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,7,6,1.0,0.621039,1.0,0.647314,0.515182,0.033343,0.076246,0.036045,0.112723,0.178559,0.11714,0.045596,0.048823,0.053932,0.032719,0.10855,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,8,6,0.666667,0.607924,0.732483,0.638716,0.529967,0.041741,0.073167,0.037281,0.116343,0.178559,0.11714,0.043578,0.050695,0.057262,0.034741,0.115256,0.182363
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,irreversible_side_effect_gap,heldout_combined_catalog_gap,9,6,0.666667,0.624102,0.734262,0.647153,0.530364,0.036652,0.073554,0.034794,0.115954,0.178559,0.11714,0.048626,0.050087,0.060514,0.036398,0.109215,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,long_horizon_gap,heldout_combined_catalog_gap,0,6,0.5,0.613014,0.566446,0.643143,0.535416,0.03668,0.073984,0.040278,0.119966,0.178559,0.116604,0.050491,0.053717,0.060443,0.035441,0.112307,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,long_horizon_gap,heldout_combined_catalog_gap,1,6,0.833333,0.61674,0.902412,0.657566,0.527032,0.04529,0.063551,0.032933,0.119843,0.178559,0.116604,0.04435,0.045713,0.057877,0.030066,0.10942,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,long_horizon_gap,heldout_combined_catalog_gap,2,6,0.333333,0.618011,0.40195,0.632118,0.520714,0.030475,0.06455,0.027932,0.114413,0.178559,0.116604,0.04088,0.047886,0.059874,0.032001,0.092854,0.176357
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,long_horizon_gap,heldout_combined_catalog_gap,3,6,0.333333,0.606311,0.402536,0.647238,0.537467,0.037242,0.06614,0.037153,0.117244,0.178559,0.116604,0.041861,0.048969,0.059778,0.033655,0.105423,0.345322
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,long_horizon_gap,heldout_combined_catalog_gap,4,6,0.5,0.610373,0.566146,0.628656,0.519398,0.044284,0.059305,0.035708,0.108378,0.178559,0.116604,0.043034,0.04868,0.05919,0.034953,0.106617,0.014339
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,long_horizon_gap,heldout_combined_catalog_gap,5,6,0.333333,0.618654,0.402743,0.649499,0.537041,0.043428,0.062721,0.03525,0.114905,0.178559,0.116604,0.042393,0.044836,0.058631,0.032714,0.108094,0.346452
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,long_horizon_gap,heldout_combined_catalog_gap,6,6,0.5,0.609467,0.566447,0.628682,0.532793,0.039549,0.067722,0.034497,0.110676,0.178559,0.116604,0.044246,0.051599,0.062003,0.032559,0.107589,0.0
minus_label_quality_model,bridge_data_mobile_manipulation,BridgeData,long_horizon_gap,heldout_combined_catalog_gap,7,6,0.666667,0.621504,0.736915,0.643664,0.533342,0.033084,0.061668,0.030264,0.117727,0.178559,0.116604,0.047343,0.044831,0.058937,0.034202,0.094467,0.012989
